Datetime,Close,High,Low,Open,Volume
2025-05-08 13:30:00+00:00,519.110107421875,519.9099731445312,518.9500122070312,519.5399780273438,445863
2025-05-08 13:35:00+00:00,518.6099853515625,519.4199829101562,518.5999145507812,519.2150268554688,58013
2025-05-08 13:40:00+00:00,519.1099853515625,519.3690185546875,518.6898803710938,518.6898803710938,43415
2025-05-08 13:45:00+00:00,518.22998046875,519.139892578125,518.0549926757812,519.1300048828125,62936
2025-05-08 13:50:00+00:00,518.3270263671875,518.5346069335938,518.0399780273438,518.239990234375,34672
2025-05-08 13:55:00+00:00,518.5050048828125,518.9949951171875,518.27001953125,518.2999877929688,40298
2025-05-08 14:00:00+00:00,518.7000122070312,519.1500244140625,518.37890625,518.4299926757812,41300
2025-05-08 14:05:00+00:00,518.0023803710938,518.7540283203125,517.6799926757812,518.75,84933
2025-05-08 14:10:00+00:00,517.3101196289062,517.97998046875,516.888427734375,517.8800048828125,54550
2025-05-08 14:15:00+00:00,517.9299926757812,518.010009765625,517.2650146484375,517.2999877929688,25269
2025-05-08 14:20:00+00:00,518.2899780273438,518.8800048828125,517.8699951171875,518.0,52884
2025-05-08 14:25:00+00:00,518.8093872070312,518.9500122070312,518.25,518.25,48969
2025-05-08 14:30:00+00:00,519.0999755859375,519.489990234375,518.6599731445312,518.8599853515625,59420
2025-05-08 14:35:00+00:00,518.2999877929688,519.1696166992188,518.0599975585938,519.0800170898438,29840
2025-05-08 14:40:00+00:00,518.239990234375,518.489990234375,517.77001953125,518.0999755859375,31237
2025-05-08 14:45:00+00:00,517.8200073242188,518.47998046875,517.6500244140625,518.3978271484375,34674
2025-05-08 14:50:00+00:00,517.1699829101562,518.6721801757812,516.6799926757812,517.8350219726562,59914
2025-05-08 14:55:00+00:00,517.14990234375,517.530029296875,516.344970703125,517.1506958007812,81439
2025-05-08 15:00:00+00:00,516.7899780273438,517.5,516.6799926757812,517.0,38598
2025-05-08 15:05:00+00:00,518.1793823242188,518.2000122070312,516.7999877929688,516.7999877929688,32617
2025-05-08 15:10:00+00:00,518.6799926757812,518.8099975585938,518.0900268554688,518.2000122070312,32787
2025-05-08 15:15:00+00:00,518.9899291992188,519.0499877929688,518.530029296875,518.6649780273438,49666
2025-05-08 15:20:00+00:00,520.219970703125,520.27001953125,519.0,519.0,138312
2025-05-08 15:25:00+00:00,520.239990234375,521.2000122070312,520.1900024414062,520.27001953125,127586
2025-05-08 15:30:00+00:00,520.8300170898438,520.8699951171875,519.7999877929688,520.4099731445312,110231
2025-05-08 15:35:00+00:00,521.4000244140625,521.4000244140625,520.6801147460938,520.875,55778
2025-05-08 15:40:00+00:00,523.0700073242188,523.3300170898438,521.3817138671875,521.3817138671875,141530
2025-05-08 15:45:00+00:00,523.4174194335938,523.5872802734375,522.93798828125,523.0999755859375,76007
2025-05-08 15:50:00+00:00,522.9149780273438,523.3800048828125,522.4099731445312,523.293701171875,98489
2025-05-08 15:55:00+00:00,522.4998779296875,522.9000244140625,522.2100219726562,522.890625,74748
2025-05-08 16:00:00+00:00,522.875,522.9075927734375,522.4199829101562,522.5,38805
2025-05-08 16:05:00+00:00,523.2000122070312,523.2000122070312,522.8121948242188,522.8829956054688,39869
2025-05-08 16:10:00+00:00,523.239990234375,523.3300170898438,522.6500244140625,523.2630004882812,50463
