Datetime,Close,High,Low,Open,Volume
2025-04-08 17:30:00+00:00,456.4649963378906,466.6700134277344,449.6000061035156,461.8399963378906,3054528
2025-04-09 13:30:00+00:00,481.3599853515625,490.2200012207031,453.1600036621094,453.489990234375,14533984
2025-04-09 17:30:00+00:00,499.4599914550781,502.0611877441406,480.7300109863281,481.5199890136719,13628676
2025-04-10 13:30:00+00:00,477.2236022949219,490.29998779296875,468.3299865722656,489.1499938964844,11548482
2025-04-10 17:30:00+00:00,482.2200012207031,486.82000732421875,476.30010986328125,476.7301025390625,4728604
2025-04-11 13:30:00+00:00,486.8877868652344,489.8699951171875,478.0,480.69000244140625,6062085
2025-04-11 17:30:00+00:00,490.69000244140625,493.0,486.1099853515625,486.9649963378906,4316122
2025-04-14 13:30:00+00:00,493.9700012207031,500.260009765625,490.69000244140625,500.04998779296875,5241440
2025-04-14 17:30:00+00:00,495.3900146484375,498.7099914550781,493.0899963378906,493.7950134277344,2088780
2025-04-15 13:30:00+00:00,494.260009765625,499.2699890136719,493.989990234375,496.0299987792969,3540210
2025-04-15 17:30:00+00:00,494.20001220703125,495.6698913574219,493.4200134277344,494.29998779296875,1931228
2025-04-16 13:30:00+00:00,488.5328063964844,491.7650146484375,486.80999755859375,488.6499938964844,3256087
2025-04-16 17:30:00+00:00,483.2200012207031,488.61480712890625,478.2300109863281,488.61480712890625,2914020
2025-04-17 13:30:00+00:00,485.0199890136719,487.4599914550781,481.5,484.7900085449219,3461795
2025-04-17 17:30:00+00:00,483.75,488.1600036621094,483.18499755859375,484.95001220703125,1984200
2025-04-21 13:30:00+00:00,468.69781494140625,479.489990234375,468.29998779296875,479.0199890136719,4782308
2025-04-21 17:30:00+00:00,472.3999938964844,473.20001220703125,467.3299865722656,468.6300048828125,2876119
2025-04-22 13:30:00+00:00,480.29998779296875,486.4800109863281,477.19000244140625,478.07000732421875,4032791
2025-04-22 17:30:00+00:00,484.2300109863281,484.82000732421875,479.54998779296875,480.2749938964844,1764346
2025-04-23 13:30:00+00:00,494.70001220703125,501.17999267578125,490.79998779296875,496.69000244140625,5962230
2025-04-23 17:30:00+00:00,492.07501220703125,495.3699951171875,490.70001220703125,494.9100036621094,1834139
2025-04-24 13:30:00+00:00,500.9197082519531,501.70001220703125,492.2231140136719,493.260009765625,3085955
2025-04-24 17:30:00+00:00,502.30999755859375,503.0,500.2799987792969,501.0400085449219,2787202
2025-04-25 13:30:00+00:00,506.4656982421875,506.5199890136719,499.75,502.44000244140625,2835514
2025-04-25 17:30:00+00:00,505.989990234375,506.3999938964844,502.55999755859375,506.3800048828125,2853722
2025-04-28 13:30:00+00:00,501.260009765625,508.739990234375,501.0899963378906,506.80999755859375,3032002
2025-04-28 17:30:00+00:00,506.3900146484375,507.55999755859375,500.9599914550781,501.17999267578125,1118034
2025-04-29 13:30:00+00:00,507.9757995605469,508.635009765625,504.260009765625,504.5400085449219,2605520
2025-04-29 17:30:00+00:00,509.3599853515625,510.5497131347656,507.8699951171875,507.9800109863281,2039802
2025-04-30 13:30:00+00:00,505.55499267578125,505.7699890136719,497.760009765625,503.260009765625,4161253
2025-04-30 17:30:00+00:00,509.5,511.5,504.75,505.5299987792969,2257900
2025-05-01 13:30:00+00:00,515.8524780273438,518.4400024414062,513.5599975585938,515.1300048828125,3969757
2025-05-01 17:30:00+00:00,513.2999877929688,517.1599731445312,512.77001953125,515.9749755859375,1324655
2025-05-02 13:30:00+00:00,520.969970703125,522.1300048828125,516.8900146484375,519.1199951171875,3586722
2025-05-02 17:30:00+00:00,520.7999877929688,522.4099731445312,520.3117065429688,520.8599853515625,2440416
2025-05-05 13:30:00+00:00,519.47998046875,520.1599731445312,516.27001953125,517.0800170898438,3383144
2025-05-05 17:30:00+00:00,517.969970703125,520.8499755859375,517.5700073242188,519.4000244140625,1331620
2025-05-06 13:30:00+00:00,514.4099731445312,517.8250122070312,511.94000244140625,512.8900146484375,3080519
2025-05-06 17:30:00+00:00,513.719970703125,515.968994140625,513.1799926757812,514.4124755859375,1246123
2025-05-07 13:30:00+00:00,515.8574829101562,516.5399780273438,513.25,514.9199829101562,3080664
2025-05-07 17:30:00+00:00,515.8900146484375,518.1799926757812,511.1000061035156,515.8499755859375,2163625
2025-05-08 13:30:00+00:00,523.1799926757812,524.22998046875,516.344970703125,519.5399780273438,3043910
2025-05-08 17:30:00+00:00,523.0499877929688,523.3800048828125,521.5800170898438,523.2000122070312,685494
